smallOP1.txt,3875,3875
smallOP2.txt,3336,3336
mediumOP2.txt,3357,3357
smallOP3.txt,3326,3326
smallOP3.txt,3322,3322
mediumOP1.txt,27820,27820
largeOP2.txt,3458,3458
largeOP1.txt,80909,80909
largeOP2.txt,3421,3421
largeOP2.txt,3358,3358
untitled.txt,3339,3339
untitled.txt,3329,3329
untitled.txt,3343,3343
untitled.txt,3304,3304
untitled.txt,3339,3339
small.txt,3341,3341
wellwell.txt,3348,3348
test.txt,3392,3392
